"idx","AID","address"
7897,"A796810","5711 Caroline Lane in Austin (TX)"
7898,"A796811","5711 Caroline Lane in Austin (TX)"
7899,"A796812","Austin (TX)"
7900,"A796816","Austin (TX)"
7901,"A796821","1819 Dexter Drive in Austin (TX)"
7902,"A796822","7930 Thaxton Rd in Austin (TX)"
7903,"A796823","1819 Dexter Drive in Austin (TX)"
7904,"A796824","1819 Dexter Drive in Austin (TX)"
7905,"A796825","1819 Dexter Drive in Austin (TX)"
7906,"A796827","1819 Dexter Drive in Austin (TX)"
7907,"A796829","1819 Dexter Drive in Austin (TX)"
7908,"A796830","Austin (TX)"
7909,"A796831","Austin (TX)"
7910,"A796833","9400 Circle Drive in Austin (TX)"
7911,"A796834","9400 Circle Drive in Austin (TX)"
7912,"A796835","9400 Circle Drive in Austin (TX)"
7913,"A796838","Austin (TX)"
7914,"A796840","917 N Lamar in Austin (TX)"
7915,"A796841","Leander (TX)"
7916,"A796842","4705 Leatherleaf Trl in Austin (TX)"
7917,"A796842","4705 Leatherleaf Trail in Austin (TX)"
7918,"A796843","290 W And Ledgestone Terrace in Austin (TX)"
7919,"A796844","Serene Hills in Austin (TX)"
7920,"A796845","9715 N Fm 620 in Austin (TX)"
7921,"A796845","4700 East Riverside Drive in Austin (TX)"
7922,"A796846","Capital Plaza in Austin (TX)"
7923,"A796847","Capital Plaza in Austin (TX)"
7924,"A796848","Capital Plaza in Austin (TX)"
7925,"A796849","Capital Plaza in Austin (TX)"
7926,"A796850","Austin (TX)"
7927,"A796851","8701 Schick Road in Austin (TX)"
7928,"A796852","23004 Windy Valley Rd in Travis (TX)"
7929,"A796853","7201 Levander Loop in Austin (TX)"
7930,"A796854","5909 Diamond Leaf Bend in Austin (TX)"
7931,"A796854","1511 West 30Th Street in Austin (TX)"
7932,"A796855","Austin (TX)"
7933,"A796856","2003 Covered Wagon Pass in Austin (TX)"
7934,"A796857","134 East Riverside in Austin (TX)"
7935,"A796859","6907 Grove Crest in Austin (TX)"
7936,"A796861","1405 Maple in Austin (TX)"
7937,"A796863","8805 North Plaza Drive in Austin (TX)"
7938,"A796865","Canyon Leak in Austin (TX)"
7939,"A796866","Dessau And Applegate in Austin (TX)"
7940,"A796866","East Apple Gate Drive And Fylin Drive in Austin (TX)"
7941,"A796868","Dessau And Applegate in Austin (TX)"
7942,"A796870","Southpark Meadows And Berkely Raye in Austin (TX)"
7943,"A796875","Austin (TX)"
7944,"A796876","13604 Caldwell in Austin (TX)"
7945,"A796877","1030 Norwood Park Boulevard in Austin (TX)"
7946,"A796878","1030 Norwood Park Boulevard in Austin (TX)"
7947,"A796880","Austin (TX)"
7948,"A796880","Austin (TX)"
7949,"A796881","Austin (TX)"
7950,"A796886","3402 Hint Trace in Pflugerville (TX)"
7951,"A796887","Highway 71 And Ross Road in Travis (TX)"
7952,"A796888","Highway 71 And Ross Road in Travis (TX)"
7953,"A796889","Fm 969 And Decker Lane in Austin (TX)"
7954,"A796890","5408 Lark Creek in Austin (TX)"
7955,"A796891","5408 Lark Creek in Austin (TX)"
7956,"A796894","Austin (TX)"
7957,"A796895","Austin (TX)"
7958,"A796897","Austin (TX)"
7959,"A796898","6200 Loyola Ln in Austin (TX)"
7960,"A796900","Research And Putnam in Austin (TX)"
7961,"A796901","Unknown in Austin (TX)"
7962,"A796902","2317 Pleasent Valley in Austin (TX)"
7963,"A796904","Hwy 290 in Austin (TX)"
7964,"A796905","2611 Hill View Drive in Austin (TX)"
7965,"A796906","4611 Greenridge in Austin (TX)"
7966,"A796909","4220 S Ih 35 in Austin (TX)"
7967,"A796909","4220 Ih 35 in Austin (TX)"
7968,"A796910","4220 S Ih 35 in Austin (TX)"
7969,"A796910","4220 Ih 35 in Austin (TX)"
7970,"A796911","6006 Cameron Rd in Austin (TX)"
7971,"A796913","11120 Reliance Creek Drive in Austin (TX)"
7972,"A796914","11120 Reliance Creek Drive in Austin (TX)"
7973,"A796915","2105 Tall Withers Cove in Austin (TX)"
7974,"A796916","14305 Vandever in Austin (TX)"
7975,"A796919","12545 Riata Vista Circle in Austin (TX)"
7976,"A796921","5701 Teri Rd in Austin (TX)"
7977,"A796922","5701 Teri Rd in Austin (TX)"
7978,"A796923","5701 Teri Rd in Austin (TX)"
7979,"A796924","5701 Teri Rd in Austin (TX)"
7980,"A796925","5701 Teri Rd in Austin (TX)"
7981,"A796926","5701 Teri Rd in Austin (TX)"
7982,"A796927","5701 Teri Rd in Austin (TX)"
7983,"A796928","1925 Willow Creek Drive in Austin (TX)"
7984,"A796930","10801 Manchaca Rd in Austin (TX)"
7985,"A796931","Austin (TX)"
7986,"A796936","Austin (TX)"
7987,"A796942","9002 Sedgemoor Trl A in Austin (TX)"
7988,"A796945","1710 Cedar Ave in Austin (TX)"
7989,"A796946","9002 Sedgemoor Trl A in Austin (TX)"
7990,"A796947","9002 Sedgemoor Trl A in Austin (TX)"
7991,"A796951","25202 Lakeview Drive in Travis (TX)"
7992,"A796954","West Pecan Street And Ransom Street in Pflugerville (TX)"
7993,"A796956","Austin (TX)"
7994,"A796957","4310 Avenue B in Austin (TX)"
7995,"A796958","1105 Stephanie Lee Lane in Austin (TX)"
7996,"A796959","Austin (TX)"
7997,"A796963","3409 Banton Road in Austin (TX)"
7998,"A796976","3800 South 2Nd Street in Austin (TX)"
7999,"A796978","9900 Parkfield Drive in Austin (TX)"
8000,"A796979","8518 Cahill Dr in Austin (TX)"
8001,"A796984","2025 Wayward Sun Drive in Austin (TX)"
8002,"A796987","4454 Frontier Trl in Austin (TX)"
8003,"A796991","Jfk Boulevard in Austin (TX)"
8004,"A796992","Mlk And Airport in Austin (TX)"
8005,"A796993","12022 Scribe Drive in Austin (TX)"
8006,"A796994","7309 Lazy Creek Dr/ Lbj Highschool in Austin (TX)"
8007,"A796995","8129 Tockington Way in Austin (TX)"
8008,"A796996","1709 East Highway 71 in Austin (TX)"
8009,"A796997","Pearce Lane in Travis (TX)"
8010,"A796998","1709 East Highway 71 in Austin (TX)"
8011,"A796999","1709 East Highway 71 in Austin (TX)"
8012,"A797000","1709 East Highway 71 in Austin (TX)"
8013,"A797002","1709 East Highway 71 in Austin (TX)"
8014,"A797003","Sassman Road in Austin (TX)"
8015,"A797004","Sassman Road in Austin (TX)"
8016,"A797005","11902 Burnet Road in Austin (TX)"
8017,"A797005","Outside Jurisdiction"
8018,"A797007","Austin (TX)"
8019,"A797007","Austin (TX)"
8020,"A797012","Austin (TX)"
8021,"A797017","1213 Southport in Austin (TX)"
8022,"A797018","1213 Southport in Austin (TX)"
8023,"A797019","Highway 71 in Austin (TX)"
8024,"A797020","Speyside Drive in Austin (TX)"
8025,"A797025","1912 East William Cannon in Austin (TX)"
8026,"A797026","1912 East William Cannon in Austin (TX)"
8027,"A797027","2101 Burton Drive in Austin (TX)"
8028,"A797028","Austin (TX)"
8029,"A797030","6906 Granger in Austin (TX)"
8030,"A797037","Austin (TX)"
8031,"A797038","1709 East Highway 71 in Austin (TX)"
8032,"A797040","9119 Balcones in Austin (TX)"
8033,"A797041","10000 North Lamar Street in Austin (TX)"
8034,"A797042","Tanglewood Forest in Austin (TX)"
8035,"A797043","Canyon Glen Circle in Travis (TX)"
8036,"A797044","Dove Springs Road in Austin (TX)"
8037,"A797045","500 West Canyon Ridge in Austin (TX)"
8038,"A797047","Austin (TX)"
8039,"A797050","Austin (TX)"
8040,"A797052","6607 Spicewood Springs Road in Austin (TX)"
8041,"A797054","7609 Thomas Springs Road in Austin (TX)"
8042,"A797057","11019 Harvest Time in Austin (TX)"
8043,"A797058","Lower Drive in Austin (TX)"
8044,"A797059","Lower Drive in Austin (TX)"
8045,"A797060","Lower Drive in Austin (TX)"
8046,"A797061","Lower Drive in Austin (TX)"
8047,"A797065","1730 East Oltorf in Austin (TX)"
8048,"A797066","1123 Terry Drive in Austin (TX)"
8049,"A797067","Austin (TX)"
8050,"A797068","6309 Burns St in Austin (TX)"
8051,"A797071","6309 Burns St in Austin (TX)"
8052,"A797072","Airport in Austin (TX)"
8053,"A797073","1156 W Cesar Chavez in Austin (TX)"
8054,"A797078","Airport And 38Th Street in Austin (TX)"
8055,"A797086","6806 Canal Street in Austin (TX)"
8056,"A797096","3000 Enfield Rd in Austin (TX)"
8057,"A797102","Austin (TX)"
8058,"A797103","Austin (TX)"
8059,"A797104","4509 Inicio Lane in Austin (TX)"
8060,"A797105","4509 Inicio Lane in Austin (TX)"
8061,"A797107","1325 South Fm 973 in Austin (TX)"
8062,"A797108","5201 Berkman Drive in Austin (TX)"
8063,"A797109","1325 South Fm 973 in Austin (TX)"
8064,"A797110","1800 Stassney Lane in Austin (TX)"
8065,"A797114","Teri Road in Austin (TX)"
8066,"A797116","Austin (TX)"
8067,"A797116","Outside Jurisdiction"
8068,"A797118","1210 Collinwood West Drive in Austin (TX)"
8069,"A797122","Travis (TX)"
8070,"A797134","1311 South Lamar Boulevard in Austin (TX)"
8071,"A797135","1311 South Lamar Boulevard in Austin (TX)"
8072,"A797136","6Th Street And Robert Martinez Drive in Austin (TX)"
8073,"A797136","Austin (TX)"
8074,"A797138","4434 Frontier in Austin (TX)"
8075,"A797141","Riverside Dr And Crossing Place in Austin (TX)"
8076,"A797146","Austin (TX)"
8077,"A797147","1208 E 3Rd St in Austin (TX)"
8078,"A797149","10000 North Lamar in Austin (TX)"
8079,"A797150","Stassney And Ih 35 in Austin (TX)"
8080,"A797150","Outside Jurisdiction"
8081,"A797152","Payne Avenue in Austin (TX)"
8082,"A797153","Payne Avenue in Austin (TX)"
8083,"A797155","Austin (TX)"
8084,"A797156","Austin (TX)"
8085,"A797157","7111 Thannas Way in Austin (TX)"
8086,"A797160","Manor (TX)"
8087,"A797161","Montopolis in Austin (TX)"
8088,"A797163","6941 Felipe Dr in Austin (TX)"
8089,"A797166","Parmer Lane in Austin (TX)"
8090,"A797167","Georgian Acres in Austin (TX)"
8091,"A797168","Parmer Lane in Austin (TX)"
8092,"A797169","Austin (TX)"
8093,"A797170","12118 Walnut Park in Austin (TX)"
8094,"A797174","1308 Southport Dr in Austin (TX)"
8095,"A797175","1308 Southport Dr in Austin (TX)"
8096,"A797177","6934 East Ben White in Austin (TX)"
8097,"A797178","5802 Brook Valley Drive in Austin (TX)"
8098,"A797178","Outside Jurisdiction"
8099,"A797181","8301 Cameron Road in Austin (TX)"
8100,"A797184","4806 Lyons Road in Austin (TX)"
8101,"A797185","Austin (TX)"
8102,"A797185","Austin (TX)"
8103,"A797187","Austin (TX)"
8104,"A797193","Far West Boulevard in Austin (TX)"
8105,"A797195","2515 Elmont Drive in Austin (TX)"
8106,"A797198","Outside Jurisdiction"
8107,"A797200","Outside Jurisdiction"
8108,"A797210","6331 East Ben White in Austin (TX)"
8109,"A797211","Ross Road And Highway 71 in Travis (TX)"
8110,"A797216","183 And 812 in Austin (TX)"
8111,"A797217","183 And Burleson in Austin (TX)"
8112,"A797218","Austin (TX)"
8113,"A797219","Austin (TX)"
8114,"A797222","Austin (TX)"
8115,"A797223","Austin (TX)"
8116,"A797224","400 West Saint Elmo in Austin (TX)"
8117,"A797225","1007 East Rundberg in Austin (TX)"
8118,"A797226","2502 Nueces St in Austin (TX)"
8119,"A797230","8071 N Lamar in Austin (TX)"
8120,"A797235","Austin (TX)"
8121,"A797236","1321 Mckie Cove in Austin (TX)"
8122,"A797239","Rickem Cove And Bittern Hollow in Austin (TX)"
8123,"A797240","7901 Metropolis Drive in Austin (TX)"
8124,"A797243","West Gate Boulevard And West Stassney Lane in Austin (TX)"
8125,"A797245","35 And 183 in Austin (TX)"
8126,"A797246","Pflugerville (TX)"
8127,"A797247","35 And 183 in Austin (TX)"
8128,"A797248","35 And 183 in Austin (TX)"
8129,"A797249","35 And 183 in Austin (TX)"
8130,"A797250","7201 Levander Loop in Austin (TX)"
8131,"A797251","7201 Levander Loop in Austin (TX)"
8132,"A797252","Canon Yeomans Trail in Austin (TX)"
8133,"A797253","Wilmes And Guadalupe in Austin (TX)"
8134,"A797254","5220 Bahan Dr in Travis (TX)"
8135,"A797257","12013 Hwy 290 W in Austin (TX)"
8136,"A797259","1124 Rutland Dr in Austin (TX)"
8137,"A797262","Austin (TX)"
8138,"A797265","Austin (TX)"
8139,"A797266","151 Kensington Ln in Austin (TX)"
8140,"A797267","Austin (TX)"
8141,"A797267","Travis (TX)"
8142,"A797268","5203 Balcones Drive in Austin (TX)"
8143,"A797270","900 Sebastian Bend in Austin (TX)"
8144,"A797270","Outside Jurisdiction"
8145,"A797274","7009 South Ih 35 Frontage Road in Austin (TX)"
8146,"A797276","2800 Lyons Road in Austin (TX)"
8147,"A797277","3707 Manchaca in Austin (TX)"
8148,"A797279","4700 Candletree Lane in Austin (TX)"
8149,"A797280","811 Barton Springs in Austin (TX)"
8150,"A797282","1501 Ransom Street in Pflugerville (TX)"
8151,"A797283","1300 Wan O War in Travis (TX)"
8152,"A797284","1300 Wan O War in Travis (TX)"
8153,"A797285","1300 Wan O War in Travis (TX)"
8154,"A797286","1300 Wan O War in Travis (TX)"
8155,"A797291","6411 Lynch Lane in Austin (TX)"
8156,"A797292","6411 Lynch Lane in Austin (TX)"
8157,"A797293","6411 Lynch Lane in Austin (TX)"
8158,"A797294","6411 Lynch Lane in Austin (TX)"
8159,"A797295","6411 Lynch Lane in Austin (TX)"
8160,"A797297","134 Edge Rock Drive in Austin (TX)"
8161,"A797299","1735 Rutland Drive in Austin (TX)"
8162,"A797301","13201 Rr 620 in Travis (TX)"
8163,"A797302","13201 Rr 620 in Travis (TX)"
8164,"A797303","Parmer And Mcneil in Austin (TX)"
8165,"A797304","3828 Hidden Lake Xing in Travis (TX)"
8166,"A797304","3325 Taylor Falls in Travis (TX)"
8167,"A797305","3828 Hidden Lake Xing in Travis (TX)"
8168,"A797305","3325 Taylor Falls in Travis (TX)"
8169,"A797307","Jonestown in Jonestown (TX)"
8170,"A797311","Webberville And Heflin in Austin (TX)"
8171,"A797314","Jalisco in Travis (TX)"
8172,"A797315","2204 East Cesar Chavez in Austin (TX)"
8173,"A797318","1431 Jonestown in Travis (TX)"
8174,"A797319","1431 Jonestown in Travis (TX)"
8175,"A797320","1431 Jonestown in Travis (TX)"
8176,"A797321","Austin (TX)"
8177,"A797325","3501 E 7Th Street in Austin (TX)"
8178,"A797326","Manor (TX)"
8179,"A797327","4416 Rosedale in Austin (TX)"
8180,"A797331","2005 Willow Creek Drive in Austin (TX)"
8181,"A797333","Austin (TX)"
8182,"A797334","Austin (TX)"
8183,"A797334","Austin (TX)"
8184,"A797338","9100 Decker Lane in Austin (TX)"
8185,"A797339","Old Bee Caves And Weir Trails Road in Austin (TX)"
8186,"A797341","12800 Turtle Rock Road in Austin (TX)"
8187,"A797344","Austin (TX)"
8188,"A797347","Austin (TX)"
8189,"A797348","Austin (TX)"
8190,"A797351","Pleasant Valley And 7Th in Austin (TX)"
8191,"A797352","Ponciana Loop in Austin (TX)"
8192,"A797353","2903 Garwood St in Austin (TX)"
8193,"A797358","Travis (TX)"
8194,"A797362","Burleson Road And Highway 183 in Austin (TX)"
8195,"A797366","Lakemoore Drive And Lakewood Drive in Austin (TX)"
8196,"A797370","124 W Anderson Lane in Austin (TX)"
8197,"A797371","3603 Southridge Drive in Austin (TX)"
8198,"A797372","6913 Blessing Avenue in Austin (TX)"
8199,"A797374","E William Cannon And Bluff Springs in Austin (TX)"
8200,"A797375","1508 Nuttal Drive in Austin (TX)"
8201,"A797376","1606 Cattle Trail in Austin (TX)"
8202,"A797377","1606 Cattle Trail in Austin (TX)"
8203,"A797379","1606 Cattle Trail in Austin (TX)"
8204,"A797380","1606 Cattle Trail in Austin (TX)"
8205,"A797381","1606 Cattle Trail in Austin (TX)"
8206,"A797382","160 E Riverside Drive in Austin (TX)"
8207,"A797389","200 West 24Th Street in Austin (TX)"
8208,"A797391","4500 Steiner Ranch Blvd in Travis (TX)"
8209,"A797392","2420 Lakehurst Dr in Austin (TX)"
8210,"A797392","Travis (TX)"
8211,"A797400","14400 Cochise Trail in Austin (TX)"
8212,"A797402","4614 Sojourner in Travis (TX)"
8213,"A797402","11846 Jollyville Rd in Austin (TX)"
8214,"A797404","Zach Scott Street And Lawless Street in Austin (TX)"
8215,"A797405","183 And Bolm Road in Austin (TX)"
8216,"A797406","Ih 35 And Highway 71 in Austin (TX)"
8217,"A797407","W Slaughter Ln in Austin (TX)"
8218,"A797407","East William Cannon Drive And Stoneleigh Road in Austin (TX)"
8219,"A797408","909 Emerald Wood in Austin (TX)"
8220,"A797409","909 Emerald Wood in Austin (TX)"
8221,"A797411","6801 Gaur in Austin (TX)"
8222,"A797412","6801 Gaur in Austin (TX)"
8223,"A797413","6801 Gaur in Austin (TX)"
8224,"A797414","6801 Gaur in Austin (TX)"
8225,"A797415","6801 Gaur in Austin (TX)"
8226,"A797416","6801 Gaur in Austin (TX)"
8227,"A797417","6801 Gaur in Austin (TX)"
8228,"A797418","Tillery And E 18Th St in Austin (TX)"
8229,"A797423","6801 Gaur in Austin (TX)"
8230,"A797424","6801 Gaur in Austin (TX)"
8231,"A797424","Austin (TX)"
8232,"A797425","6801 Gaur in Austin (TX)"
8233,"A797427","151310 Fagerquist in Travis (TX)"
8234,"A797427","Travis (TX)"
8235,"A797429","Austin (TX)"
8236,"A797429","Austin (TX)"
8237,"A797436","403 West Applegate in Austin (TX)"
8238,"A797437","403 West Applegate in Austin (TX)"
8239,"A797438","403 West Applegate in Austin (TX)"
8240,"A797439","403 West Applegate in Austin (TX)"
8241,"A797440","2425 East Riverside in Austin (TX)"
8242,"A797441","12326 Havelock in Austin (TX)"
8243,"A797442","12326 Havelock in Austin (TX)"
8244,"A797443","12326 Havelock in Austin (TX)"
8245,"A797444","2425 East Riverside in Austin (TX)"
8246,"A797445","9213 S Fm 973 in Austin (TX)"
8247,"A797446","1213 Southport in Austin (TX)"
8248,"A797447","1213 Southport in Austin (TX)"
8249,"A797453","Wells Branch in Pflugerville (TX)"
8250,"A797454","Austin (TX)"
8251,"A797455","13201 Legendary in Austin (TX)"
8252,"A797464","1401 E 12Th St in Austin (TX)"
8253,"A797467","9305 Evening Shadows Drive in Travis (TX)"
8254,"A797468","9305 Evening Shadows Drive in Travis (TX)"
8255,"A797470","9305 Evening Shadows Drive in Travis (TX)"
8256,"A797471","9305 Evening Shadows Drive in Travis (TX)"
8257,"A797476","Austin (TX)"
8258,"A797478","Austin (TX)"
8259,"A797479","10323 Us 290 in Manor (TX)"
8260,"A797480","907 in Austin (TX)"
8261,"A797481","11601 Old Lockhart Rd in Travis (TX)"
8262,"A797483","E 7Th St & Waller St in Austin (TX)"
8263,"A797487","12201 Tower Road in Travis (TX)"
8264,"A797489","12201 Tower Road in Travis (TX)"
8265,"A797492","1100 East Oltorf Street in Austin (TX)"
8266,"A797495","Austin (TX)"
8267,"A797496","6814 East Riverside Drive in Austin (TX)"
8268,"A797496","Austin (TX)"
8269,"A797497","Comanche Trail in Austin (TX)"
8270,"A797507","1607 Nelms Drive in Austin (TX)"
8271,"A797519","116 East Parson in Manor (TX)"
8272,"A797523","13313 Sea Biscuit Drive in Travis (TX)"
8273,"A797525","6008 Sandshof Drive in Austin (TX)"
8274,"A797527","2113 W Wells Branch in Austin (TX)"
8275,"A797528","2113 W Wells Branch in Austin (TX)"
8276,"A797529","2113 W Wells Branch in Austin (TX)"
8277,"A797530","2113 W Wells Branch in Austin (TX)"
8278,"A797531","2113 W Wells Branch in Austin (TX)"
8279,"A797532","2113 W Wells Branch in Austin (TX)"
8280,"A797533","508 East Howard Lane in Austin (TX)"
8281,"A797537","Austin (TX)"
8282,"A797538","7208 Coronado Circle in Austin (TX)"
8283,"A797539","Waller St  And Holly St in Austin (TX)"
8284,"A797540","Austin (TX)"
8285,"A797541","11110 Parkfield Drive in Austin (TX)"
8286,"A797542","11110 Parkfield Drive in Austin (TX)"
8287,"A797543","Austin (TX)"
8288,"A797546","Alomar Cove in Travis (TX)"
8289,"A797548","Austin (TX)"
8290,"A797549","Austin (TX)"
8291,"A797553","Travis (TX)"
8292,"A797554","Travis (TX)"
8293,"A797555","9218 Balcones Club Dr in Austin (TX)"
8294,"A797557","43 Rainey St in Austin (TX)"
8295,"A797559","Travis (TX)"
8296,"A797560","Travis (TX)"
8297,"A797564","8800 North Interstate 35 in Austin (TX)"
8298,"A797564","Austin (TX)"
8299,"A797565","6001 Manchaca Road in Austin (TX)"
8300,"A797566","6118 Fairway Street in Austin (TX)"
8301,"A797567","12410 Alameda Trace Circle in Austin (TX)"
8302,"A797568","12410 Alameda Trace Circle in Austin (TX)"
8303,"A797569","12410 Alameda Trace Circle in Austin (TX)"
8304,"A797570","12410 Alameda Trace Circle in Austin (TX)"
8305,"A797571","12410 Alameda Trace Circle in Austin (TX)"
8306,"A797572","12410 Alameda Trace Circle in Austin (TX)"
8307,"A797574","17210 Axell Ln in Travis (TX)"
8308,"A797576","8805 North Plz in Austin (TX)"
8309,"A797577","4411 Bucks Run in Austin (TX)"
8310,"A797581","4434 Frontier Trl in Austin (TX)"
8311,"A797582","508 Wolverton Dr in Austin (TX)"
8312,"A797583","508 Wolverton Dr in Austin (TX)"
8313,"A797584","4434 Frontier Trl in Austin (TX)"
8314,"A797585","4434 Frontier Trl in Austin (TX)"
8315,"A797586","4714 Everglade Dr in Austin (TX)"
8316,"A797589","1109 Blue Fox Drive in Austin (TX)"
8317,"A797590","2204 E Cesar Chavez in Austin (TX)"
